protein_id	arcog	category	COG.x	V4	V2	V3	Strand	Length	Gene	Synonym	Code	COG.y	Product	new	start	end	name	refseq_id	uniparc_id
18978305	arCOG00175	0	G	ABC-type sugar transport system, ATPase component	NP_579662.1	AFN04706	-	370	-	PF1933	-	-	putative sugar transport ATP-hydrolyzing	PFDSM3638_09725	1748578	1749690	ABC transporter ATP-binding protein	A0A5C0XT98	UPI0000067121
18978342	arCOG00175	0	G	ABC-type sugar transport system, ATPase component	NP_579699.1	AAL82094	+	373	-	PF1970	-	-	putative multiple sugar-binding transport ATP-binding protein	PFDSM3638_09920	1785907	1787001	ABC transporter ATP-binding protein		
18976565	arCOG00181	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	NP_577922.1	AFN02980	+	319	-	PF0193	-	-	putative ABC transport ATP  binding protein	PFDSM3638_00910	189961	190920	ABC transporter ATP-binding protein	A0A5C0XMM7	UPI0000066BA3
18977783	arCOG00181	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	NP_579140.1	AFN04192	+	326	-	PF1411	-	-	dipeptide transport ATP-binding protein	PFDSM3638_07065	1310426	1311406	ABC transporter ATP-binding protein		
18976732	arCOG00182	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	NP_578089.1	AAL80484	+	324	-	PF0360	-	-	oligopeptide ABC transporter	PFDSM3638_01855	368852	369826	ABC transporter ATP-binding protein		
18977584	arCOG00182	0	E	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	NP_578941.1	AFN04001	+	322	-	PF1212	-	-	putative peptide ABC uptake protein	PFDSM3638_06065	1136899	1137867	ABC transporter ATP-binding protein		
18976566	arCOG00184	0	E	ABC-type oligopeptide transport system, ATPase component	NP_577923.1	AFN02981	+	335	-	PF0194	-	-	dipeptide ABC transporter, ATP-binding protein	PFDSM3638_00915	190931	191938	ABC transporter ATP-binding protein	A0A5C0XT49	UPI0000066BA4
18976733	arCOG00184	0	E	ABC-type oligopeptide transport system, ATPase component	NP_578090.1	AFN03165	+	321	-	PF0361	-	-	oligopeptide ABC transporter	PFDSM3638_01850	367894	368859	ABC transporter ATP-binding protein		
18977585	arCOG00184	0	E	ABC-type oligopeptide transport system, ATPase component	NP_578942.1	AFN04002	+	316	-	PF1213	-	-	oligopeptide ABC transporter	PFDSM3638_06070	1137860	1138810	ABC transporter ATP-binding protein		
18977784	arCOG00184	0	E	ABC-type oligopeptide transport system, ATPase component	NP_579141.1	AFN04193	+	329	-	PF1412	-	-	dipeptide transport ATP-binding protein	PFDSM3638_07070	1311417	1312406	ABC transporter ATP-binding protein		
18978068	arCOG00186	0	R	ABC-type uncharacterized transport system, ATPase component	NP_579425.1	AFN04944	+	501	-	PF1696	-	-	putative ABC sugar transporter	PFDSM3638_08595	1559225	1560730	ABC transporter ATP-binding protein		
18977042	arCOG00187	0	R	Translation initiation factor RLI1, contains Fe-S and AAA+ ATPase domains	NP_578399.1	AFN03463	-	590	-	PF0670	-	-	RNase l inhibitor	PFDSM3638_03350	662002	663774	ribosome biogenesis/translation initiation ATPase RLI	A0A5C0XUE1	UPI0000066D2C
18976378	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_577735.1	AFN04568	+	330	-	PF0006	-	-	hypothetical ABC transporter	PFDSM3638_10460	1879776	1880768	ABC transporter ATP-binding protein		
18976407	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_577764.1	AFN04538	+	322	-	PF0035	-	-	daunorubicin resistance ATP-binding protein	PFDSM3638_00100	24874	25842	ABC transporter ATP-binding protein		
18976682	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578039.1	AAL80434	-	289	-	PF0310	-	-	daunorubicin resistance ATP-binding protein drrA	PFDSM3638_01495	309646	310383	ABC transporter ATP-binding protein		
18976949	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578306.1	AFN03370	+	283	-	PF0577	-	-	ATP-binding transport protein	PFDSM3638_02895	578584	579435	ABC transporter ATP-binding protein		
18976955	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578312.1	AFN03376	-	321	-	PF0583	-	-	daunorubicin resistance ATP-binding protein	PFDSM3638_02925	584508	585473	DrrA-related ABC transporter ATP-binding protein		
18977104	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578461.1	AFN03520	-	249	-	PF0732	-	-	daunorubicin resistance ATP-binding protein	PFDSM3638_03635	709490	710239	ABC transporter ATP-binding protein		
18977105	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578462.1	AAL80857	-	301	-	PF0733	-	-	putative ABC transporter	PFDSM3638_03645	710978	711886	ABC transporter ATP-binding protein		
18977207	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578564.1	AFN03623	-	293	-	PF0835	-	-	daunorubicin resistance ATP-binding protein drrA	PFDSM3638_04155	793664	794545	ABC transporter ATP-binding protein		
18977253	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578610.1	AFN03670	-	235	-	PF0881	-	-	putative ABC transporter	PFDSM3638_04400	834459	835166	ABC transporter ATP-binding protein	A0A5C0XPH1	UPI0000066DF1
18977267	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578624.1	AFN03686	-	206	-	PF0895	-	-	putative ABC transporter	PFDSM3638_04475	850100	850720	ABC transporter ATP-binding protein	A0A5C0XRU1	UPI0000066DFD
18977277	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578634.1	AAL81029	+	254	-	PF0905	-	-	putative ABC transporter	PFDSM3638_04535	859811	860572	ABC transporter ATP-binding protein	A0A5C0XRV0	UPI00026B5389
18977293	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578650.1	AAL81045	-	289	-	PF0921	-	-	putative ABC transporter	PFDSM3638_04605	870301	871218	ABC transporter ATP-binding protein		
18977383	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578740.1	AFN03806	+	294	-	PF1011	-	-	daunorubicin resistance ATP-binding protein drrA	PFDSM3638_05080	949706	950590	ABC transporter ATP-binding protein		
18977462	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578819.1	AAL81214	-	245	-	PF1090	-	-	putative ABC transporter	PFDSM3638_05460	1019583	1020191	ABC transporter ATP-binding protein		
18977621	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_578978.1	AAL81373	+	308	-	PF1249	-	-	putative ABC transporter	PFDSM3638_06235	1166468	1167394	ABC transporter ATP-binding protein	A0A5C0XPH8	UPI0000066F2C
18977742	arCOG00194	2	V	ABC-type multidrug transport system, ATPase component	NP_579099.1	AAL81494	+	91	-	PF1370	-	-	hypothetical protein	PFDSM3638_06835	1269535	1269756	transporter		
18978261	arCOG00194	0	V	ABC-type multidrug transport system, ATPase component	NP_579618.1	AFN04751	-	318	-	PF1889	-	-	daunorubicin resistance ATP-binding protein drrA	PFDSM3638_09500	1708128	1709084	daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein		
18976651	arCOG00196	0	V	ABC-type multidrug transport system, ATPase component	NP_578008.1	AFN03066	-	312	-	PF0279	-	-	putative ABC transporter	PFDSM3638_01325	274396	275334	ABC transporter ATP-binding protein		
18976874	arCOG00198	0	P	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	NP_578231.1	AFN03297	-	238	-	PF0502	-	-	iron(III) dicitrate transport system permease protein fece	PFDSM3638_02505	503506	504222	ABC transporter ATP-binding protein		
18977281	arCOG00198	0	P	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	NP_578638.1	AFN03702	-	248	-	PF0909	-	-	hypothetical ferric enterobactin transport ATP-binding protein	PFDSM3638_04555	863219	863965	ABC transporter ATP-binding protein		
18978151	arCOG00201	0	P	ABC-type Mn/Zn transport system, ATPase component	NP_579508.1	AFN04862	+	262	-	PF1779	-	-	putative ABC transporter	PFDSM3638_08945	1619997	1620785	ABC transporter		
18976440	arCOG00202	0	P	Energy-coupling factor transporter ATP-binding protein EcfA2	NP_577797.1	AFN04506	-	260	-	PF0068	-	-	cobalt transport ATP-binding protein	PFDSM3638_00260	55914	56696	ABC transporter ATP-binding protein		
18976900	arCOG00202	0	P	Energy-coupling factor transporter ATP-binding protein EcfA2	NP_578257.1	AFN03323	-	269	-	PF0528	-	-	cobalt transport ATP-binding protein	PFDSM3638_02635	527630	528439	cobalt ABC transporter ATP-binding protein		
18978229	arCOG00202	0	P	Energy-coupling factor transporter ATP-binding protein EcfA2	NP_579586.1	AAL81981	+	218	-	PF1857	-	-	cobalt transport ATP-binding protein cbio	PFDSM3638_09340	1680886	1681746	energy-coupling factor ABC transporter ATP-binding protein		
18977839	arCOG00208	0	V	ABC-type multidrug transport system, ATPase component	NP_579196.1	AFN04250	+	171	-	PF1467	-	-	putative ABC transporter	PFDSM3638_07350	1356997	1357512	ABC transporter ATP-binding protein		
18977840	arCOG00208	0		ABC-type multidrug transport system, ATPase component	NP_579197.1	AFN04251	+	90	-	PF1468	-	-	hypothetical protein						
18977894	arCOG00208	0	V	ABC-type multidrug transport system, ATPase component	NP_579251.1	AFN04305	-	257	-	PF1522	-	-	putative ABC transporter	PFDSM3638_07665	1405188	1405961	ABC transporter ATP-binding protein		
18977375	arCOG00213	0	P	ABC-type phosphate transport system, periplasmic component	NP_578732.1	AFN03798	+	375	-	PF1003	-	-	phosphate-binding periplasmic protein precursor	PFDSM3638_05040	942417	943544	phosphate ABC transporter substrate-binding protein PstS		
18976744	arCOG00214	0	H	Molybdopterin biosynthesis enzyme	NP_578101.1	AFN03154	+	169	-	PF0372	-	-	molybdenum cofactor biosynthesis protein	PFDSM3638_01795	356247	356756	molybdenum cofactor biosynthesis protein	A0A5C0XMZ3	UPI0000066C30
18976848	arCOG00215	0	R	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA	NP_578205.1	AFN03270	-	252	-	PF0476	-	-	competence-damage inducible protein, putative	PFDSM3638_02370	472860	473618	damage-inducible protein CinA	A0A5C0XN84	UPI000013986D
18976914	arCOG00216	0	H	Molybdopterin biosynthesis enzyme	NP_578271.1	AFN03338	+	401	-	PF0542	-	-	molybdenum cofactor biosynthesis protein	PFDSM3638_02720	543694	544899	molybdopterin molybdenumtransferase MoeA	A0A5C0XMX9	UPI0000066CBA
18978155	arCOG00216	0	H	Molybdopterin biosynthesis enzyme	NP_579512.1	AFN04858	-	395	-	PF1783	-	-	molybdenum cofactor biosynthesis protein	PFDSM3638_08965	1623774	1624961	molybdopterin molybdenumtransferase MoeA	A0A5C0XS12	UPI00000670AF
18976452	arCOG00219	0	P	ABC-type molybdate transport system, periplasmic component	NP_577809.1	AAL80204	+	345	-	PF0080	-	-	hypothetical protein	PFDSM3638_00330	69225	70244	tungstate ABC transporter substrate-binding protein WtpA		
18977890	arCOG00226	0	H	ABC-type thiamine transport system, periplasmic component	NP_579247.1	AFN04301	+	346	-	PF1518	-	-	thiamin-binding periplasmic protein precursor	PFDSM3638_07645	1399526	1400566	thiamine ABC transporter substrate-binding protein		
18978123	arCOG00226	0	H	ABC-type thiamine transport system, periplasmic component	NP_579480.1	AFN04890	-	357	-	PF1751	-	-	putative solute binding lipoprotein						
18977380	arCOG00231	0	P	ABC-type phosphate transport system, ATPase component	NP_578737.1	AFN03803	+	253	-	PF1008	-	-	putative ABC transport protein	PFDSM3638_05065	947649	948410	phosphate ABC transporter ATP-binding protein		
18977381	arCOG00232	0	P	Phosphate uptake regulator	NP_578738.1	AFN03804	+	197	-	PF1009	-	-	hypothetical protein	PFDSM3638_05070	948407	949000	phosphate transporter PhoU		
18977382	arCOG00232	0	P	Phosphate uptake regulator	NP_578739.1	AFN03805	+	179	-	PF1010	-	-	phosphate ABC transporter, regulatory protein	PFDSM3638_05075	949063	949602	PhoU family transcriptional regulator		
18977388	arCOG00235	0	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	NP_578745.1	AFN03812	-	227	-	PF1016	-	-	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	PFDSM3638_05110	955132	955815	FAA hydrolase family protein	A0A5C0XV58	UPI0000066E61
18977083	arCOG00237	0	P	Di- and tricarboxylate transporter	NP_578440.1	AAL80835	+	145	-	PF0711	-	-	hypothetical protein						
18977084	arCOG00237	2	P	Di- and tricarboxylate transporter	NP_578441.1	AAL80836	+	125	-	PF0712	-	-	hypothetical protein						
18977085	arCOG00237	2	P	Di- and tricarboxylate transporter	NP_578442.1	AAL80837	+	60	-	PF0713	-	-	hypothetical protein						
18978075	arCOG00245	2	E	Prephenate dehydrogenase	NP_579432.1	AFN04937	+	148	-	PF1703	-	-	prephenate dehydrogenase	PFDSM3638_08630	1566286	1566732	prephenate dehydrogenase/arogenate dehydrogenase family protein	A0A5C0XWZ9	UPI0000067082
18978076	arCOG00245	2	E	Prephenate dehydrogenase	NP_579433.1	AFN04936	+	107	-	PF1704	-	-	hypothetical protein	PFDSM3638_08635	1566653	1567060	prephenate dehydrogenase/arogenate dehydrogenase family protein		
18977088	arCOG00247	0	I	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	NP_578445.1	AFN03504	+	278	-	PF0716	-	-	3-hydroxyisobutyrate dehydrogenase	PFDSM3638_03545	697962	698798	NAD(P)-dependent oxidoreductase	A0A5C0XNF5	UPI0000066D58
18977137	arCOG00252	0	M	UDP-N-acetyl-D-mannosaminuronate dehydrogenase	NP_578494.1	AAL80889	-	429	-	PF0765	-	-	NDP-sugar dehydrogenase	PFDSM3638_03800	739671	741017	nucleotide sugar dehydrogenase	A0A5C0XPP9	UPI00026B54DB
18978003	arCOG00252	0	M	UDP-N-acetyl-D-mannosaminuronate dehydrogenase	NP_579360.1	AAL81755	-	434	-	PF1631	-	-	NDP-sugar dehydrogenase	PFDSM3638_08240	1505553	1506809	nucleotide sugar dehydrogenase	A0A5C0XQD8	UPI00026B53AD
33359511	arCOG00252	2	M	UDP-N-acetyl-D-mannosaminuronate dehydrogenase	NP_578528.2	WP_011011929	-	69	-	PF0799	-	-	unknown	PFDSM3638_03980	767044	767244	hypothetical protein		
18977143	arCOG00253	0	M	UDP-glucose 6-dehydrogenase	NP_578500.1	AAL80895	-	390	-	PF0771	-	-	NDP-sugar dehydrogenase	PFDSM3638_03830	745528	746799	UDP-glucose/GDP-mannose dehydrogenase family protein		
18977727	arCOG00253	0	M	UDP-glucose 6-dehydrogenase	NP_579084.1	AFN04135	+	427	-	PF1355	-	-	NDP-sugar dehydrogenase	PFDSM3638_06755	1256405	1257688	UDP-glucose/GDP-mannose dehydrogenase family protein	A0A5C0XW10	UPI0000066F79
18976663	arCOG00255	0	E	Prephenate dehydratase	NP_578020.1	AFN03078	-	266	-	PF0291	-	-	prephenate dehydratase	PFDSM3638_01390	290184	290984	prephenate dehydratase		
18978067	arCOG00258	0	R	Uncharacterized ABC-type transport system, periplasmic component/surface lipoprotein	NP_579424.1	AFN04945	+	398	-	PF1695	-	-	hypothetical lipoprotein	PFDSM3638_08590	1557984	1559180	BMP family ABC transporter substrate-binding protein	A0A5C0XRD4	UPI000013AFFB
18978069	arCOG00260	0	R	ABC-type uncharacterized transport system, permease component	NP_579426.1	AFN04943	+	329	-	PF1697	-	-	putative ribose/galactose  ABC transporter	PFDSM3638_08600	1560714	1561703	ABC transporter permease		
18978070	arCOG00261	0	R	Uncharacterized ABC-type transport system, permease component	NP_579427.1	AFN04942	+	302	-	PF1698	-	-	putative ribose ABC transporter	PFDSM3638_08605	1561696	1562604	ABC transporter permease		
18976481	arCOG00271	0	G	Permease of the drug/metabolite transporter (DMT) superfamily	NP_577838.1	AFN04468	-	281	-	PF0109	-	-	hypothetical protein	PFDSM3638_00470	97800	98645	EamA family transporter		
18976689	arCOG00271	0	G	Permease of the drug/metabolite transporter (DMT) superfamily	NP_578046.1	AFN03106	+	280	-	PF0317	-	-	hypothetical protein	PFDSM3638_01525	314376	315218	EamA/RhaT family transporter		
18977743	arCOG00271	0	G	Permease of the drug/metabolite transporter (DMT) superfamily	NP_579100.1	AFN04152	+	276	-	PF1371	-	-	hypothetical protein	PFDSM3638_06840	1269791	1270621	EamA family transporter		
18978415	arCOG00271	0	G	Permease of the drug/metabolite transporter (DMT) superfamily	NP_579772.1	AFN04600	-	291	-	PF2043	-	-	hypothetical protein	PFDSM3638_10300	1850866	1851741	drug/metabolite transporter 3		
18976858	arCOG00272	0	G	Permease of the drug/metabolite transporter (DMT) superfamily	NP_578215.1	AFN03280	+	284	-	PF0486	-	-	hypothetical protein	PFDSM3638_02420	485602	486456	EamA family transporter		
18978043	arCOG00272	0	G	Permease of the drug/metabolite transporter (DMT) superfamily	NP_579400.1	AFN04969	-	285	-	PF1671	-	-	hypothetical protein	PFDSM3638_08460	1538767	1539624	EamA/RhaT family transporter		
18977516	arCOG00278	0	G	Permease of the drug/metabolite transporter (DMT) superfamily	NP_578873.1	AFN03936	-	267	-	PF1144	-	-	hypothetical protein	PFDSM3638_05735	1080824	1081627	EamA family transporter		
18978302	arCOG00279	0	E	S-adenosylmethionine decarboxylase/arginine decarboxylase	NP_579659.1	AFN04709	+	139	-	PF1930	-	-	hypothetical protein	PFDSM3638_09710	1746412	1746831	adenosylmethionine decarboxylase	A0A5C0XSE8	UPI0000135DFD
18977537	arCOG00280	0	L	HerA helicase	NP_578894.1	AFN03956	+	551	-	PF1165	-	-	hypothetical protein	PFDSM3638_05835	1095193	1096848	DNA helicase	A0A5C0XRC1	UPI0000066EDF
18976373	arCOG00288	1	C	Nitroreductase	NP_577730.1	AFN04573	-	277	-	PF0001	-	-	hypothetical protein	PFDSM3638_10435	1874562	1875395	hypothetical protein	A0A5C0XS05	UPI0000066B0B
18976922	arCOG00288	2	C	Nitroreductase	NP_578279.1	AAL80674	+	81	-	PF0550	-	-	NADH oxidase						
18977087	arCOG00288	0	C	Nitroreductase	NP_578444.1	AFN03503	-	178	-	PF0715	-	-	NAD(P)H oxidase	PFDSM3638_03540	697364	697900	NAD(P)H nitroreductase	A0A5C0XP12	UPI0000066D57
18977122	arCOG00288	0	C	Nitroreductase	NP_578479.1	AFN03539	+	195	-	PF0750	-	-	putative NADH oxidase	PFDSM3638_03735	728023	728610	nitroreductase	A0A5C0XMV3	UPI0000066D78
18978028	arCOG00288	0	C	Nitroreductase	NP_579385.1	AFN04984	-	187	-	PF1656	-	-	putative NADH oxidase	PFDSM3638_08380	1525572	1526135	NADH oxidase	A0A5C0XR07	UPI0000067064
18977862	arCOG00304	0	E	Histidinol phosphatase or related hydrolase of the PHP family	NP_579219.1	AFN04273	-	215	-	PF1490	-	-	hypothetical DNA polymerase beta family	PFDSM3638_07485	1374557	1375204	hypothetical protein	A0A5C0XQL4	UPI0000066FEA
18978286	arCOG00307	0	J	RNase P/RNase MRP subunit p30	NP_579643.1	AAL82038	+	214	-	PF1914	-	-	hypothetical protein	PFDSM3638_09630	1731034	1731678	ribonuclease P protein component 3		
18977124	arCOG00310	0	O	Peroxiredoxin	NP_578481.1	AFN03541	-	149	-	PF0752	-	-	thioredoxin peroxidase	PFDSM3638_03745	729873	730322	peroxiredoxin	A0A5C0XQC5	UPI0000066D7A
18977094	arCOG00312	0	O	AhpC/TSA family peroxiredoxin	NP_578451.1	AFN03510	+	189	-	PF0722	-	-	alkyl hydroperoxide reductase subunit c	PFDSM3638_03585	702699	703268	peroxiredoxin	A0A5C0XQA1	UPI0000066D5E
18977405	arCOG00312	0	O	AhpC/TSA family peroxiredoxin	NP_578762.1	AFN03829	-	216	-	PF1033	-	-	alkyl hydroperoxide reductase	PFDSM3638_05190	971552	972202	peroxiredoxin	A0A5C0XQ92	UPI0000136B6E
18976513	arCOG00318	0	P	Phosphate uptake regulator	NP_577870.1	AFN04435	+	305	-	PF0141	-	-	hypothetical protein	PFDSM3638_00645	134432	135349	transcriptional regulator	A0A5C0XMV2	UPI0000066B7C
18976532	arCOG00321	0	R	Zn-dependent protease, component of TldD/TldE system	NP_577889.1	AFN04416	+	457	-	PF0160	-	-	TLDD - like protein	PFDSM3638_00745	154349	155722	TLDD - like protein	A0A5C0XNU1	UPI0000066B8A
18977448	arCOG00321	0	R	Zn-dependent protease, component of TldD/TldE system	NP_578805.1	AFN03870	+	473	-	PF1076	-	-	hypothetical TLDD protein	PFDSM3638_05395	1008360	1009781	TldD-like protein	A0A5C0XQC9	UPI0000066E90
18977945	arCOG00321	0	R	Zn-dependent protease, component of TldD/TldE system	NP_579302.1	AFN04355	+	455	-	PF1573	-	-	hypothetical TLDD protein	PFDSM3638_07940	1452312	1453679	TldD-like protein	A0A5C0XPM7	UPI0000067024
18976533	arCOG00322	0	R	Inactivated Zn-dependent protease, component of TldD/TldE system	NP_577890.1	AFN04415	+	420	-	PF0161	-	-	hypothetical protein	PFDSM3638_00750	155719	156981	pmba protein (tlde protein)	A0A5C0XMK8	UPI0000066B8B
18977449	arCOG00322	0	R	Inactivated Zn-dependent protease, component of TldD/TldE system	NP_578806.1	AFN03871	+	440	-	PF1077	-	-	hypothetical protein	PFDSM3638_05400	1009793	1011115	TldE-like protein	A0A5C0XNI3	UPI0000066E91
18977946	arCOG00322	0	R	Inactivated Zn-dependent protease, component of TldD/TldE system	NP_579303.1	AFN04356	+	442	-	PF1574	-	-	hypothetical protein	PFDSM3638_07945	1453692	1455020	TldD/PmbA family protein	A0A5C0XQT0	UPI0000067025
18977190	arCOG00324	0	R	Deacetylase, including yeast histone deacetylase and acetoin utilization protein	NP_578547.1	AFN03604	-	335	-	PF0818	-	-	aminohydrolase	PFDSM3638_04075	780426	781433	histone deacetylase family protein	A0A5C0XP74	UPI0000066DB8
